fmmob,sfdry,sfbet,epcap,fmoil,floil,epoil
51573.61843196589,0.21782055778678375,20438.51137320214,1.3050958582502976,0.8169972312206228,0.28523195915465543,3.724533893992533
52028.9596853781,0.21188408351539526,20732.57304052106,1.2970988590506372,0.860477124074515,0.3022324148188868,3.9187837932972807
48134.93408146753,0.22568557033954292,19436.49375562794,1.385207345914586,0.8414555308587028,0.2943254633694774,3.9758673704899956
52066.879280695095,0.20906968722813724,19211.045966795893,1.349821697578205,0.8296573879275385,0.2995266139624348,3.964698378436754
50661.796231127046,0.21827769806882522,19401.510424845186,1.3095315216670833,0.8263132257807302,0.3087639900250899,3.8641451638011812
47987.702024997045,0.21725729880102757,19650.77776840653,1.2679790543397886,0.8399078100657238,0.28948431090271776,3.8862236453098697
48892.491094335244,0.21257577677688738,19525.23380322662,1.3519852604344826,0.7822638770956822,0.2825049640054563,3.985825855410699
50234.40759602492,0.20730702392474581,20802.83857432296,1.3391381609556952,0.8462510485982226,0.3035967468354277,3.801429164960605
52287.53417717149,0.20479040219276937,19054.870944849506,1.264704511916834,0.8581305428896273,0.2910288273890626,3.746541441260825
52324.44267599638,0.21330391345595268,20134.87017663674,1.270869128781701,0.7825327326034142,0.29751043198214966,3.8774713564189254
48288.06540838774,0.20820815622269148,19277.483305934376,1.3846188591978543,0.8497169126014442,0.28565843283240916,3.7487079379712744
52352.96390880308,0.21985416825059323,20625.119510497694,1.3205772036170256,0.8450017419386945,0.2825191087962572,3.873700418073581
52285.83474121473,0.21221279776007676,19286.784055771484,1.257910843751544,0.8639143664871968,0.28478305161265577,3.653841336117069
49926.87824361421,0.22234354188056643,19954.390227741897,1.2620611476188721,0.8005858478303913,0.30464284171004347,4.016287206911827
51501.402344444,0.22003593836065624,20946.16231065631,1.273559428663203,0.8575283235698045,0.2891282239076826,3.7147786398722213
48209.43169313607,0.21652705626572413,19661.53726677942,1.3729779565808786,0.8346865428444424,0.2915745924551668,3.868088186002181
49608.80641313137,0.208052383738944,19046.420030549925,1.31648483165863,0.7905178510589178,0.29944709394331176,3.76868812564265
52078.67762594533,0.22483375648580806,19378.752867315994,1.3290391751074409,0.8039196431984714,0.3043624304591648,3.910327975893492
51461.03664779777,0.20995442377814777,19746.189052584898,1.320267683489347,0.8447143418216078,0.30285485347141416,3.6463630340620634
52297.462131964516,0.2241284892476514,19618.168019858687,1.263904463028976,0.848143485803867,0.2912881789486715,3.661230342002762
50778.70349578293,0.20906106370098637,19410.557051276555,1.3735291082475647,0.7904300217026378,0.28585094309517284,3.990437446711291
47678.558392870946,0.21228162186431687,20820.059754116628,1.2930694773032145,0.820511147288901,0.29932180177894224,3.6692402527960217
51745.64652934389,0.2061312575158966,20315.461625476466,1.2904910842289394,0.7998787936203435,0.28035635648296664,3.7628589296450374
52169.966238787754,0.21801250578730438,20871.91702246711,1.3334430505743509,0.8577888607084662,0.2885951932078135,3.8370194286776274
50893.675774288866,0.20813326308669183,19826.256489377432,1.3178136190778382,0.808212552614929,0.29908871754515853,3.7300399408771163
51288.70065289167,0.20521859881068183,20828.47162556971,1.3036038881294965,0.8524258554626583,0.2977162000983075,3.843417622035824
51215.66234062458,0.21979822980243655,18964.13947752188,1.3415562250545876,0.8032353807480165,0.28984603153822974,3.9344881264261797
49461.13509767084,0.21171990938000848,20170.0625249894,1.378886273606743,0.8541145801847546,0.30942406191104094,3.8353743873653316
50777.389450887786,0.21845326172681243,20550.64613514741,1.3369081670420657,0.7973444248650456,0.2838854574651973,3.9923072396981745
48355.93343905781,0.21250317492304738,19417.29815916023,1.2923131761022524,0.84433165281389,0.3019583710978073,3.69194975486953
51030.23044009804,0.21773794980253455,20812.77500846235,1.2820544433803474,0.7844580293992346,0.28487020209323044,3.795146234060435
47659.1642318871,0.20471547101455156,20475.209236790815,1.312959612178539,0.834714512627928,0.29307209863702854,3.742918080055134
48884.61492480445,0.2238272547532451,20601.26683170685,1.2585497540171937,0.828503476120201,0.30480117493403075,3.864542991370047
47730.85695315577,0.22146201110999444,20096.55985926671,1.3706939507803617,0.8128285055905404,0.29086733206291726,3.6496089276595227
47985.65890617924,0.2202857209133685,20533.70041991985,1.3355431857328555,0.799342731627901,0.2824990224026493,3.660022824717756
51617.289141636466,0.22173192549263135,19608.9371856993,1.281844553435968,0.847044507893532,0.2966793035993534,3.7592171347287726
50974.14311487909,0.21249108585044887,19398.306642371077,1.323631012554812,0.7938199984142554,0.28833094161455713,3.6732994635782914
49085.4974003043,0.21752150349480365,19575.71075232841,1.2620601903140307,0.8221064236671509,0.28414561303963587,3.700726078473052
52251.110244191776,0.2166231394836105,20118.624339664468,1.3688449596505396,0.7829072049677106,0.3008898180445799,3.777694385787803
47672.23040251454,0.21564611165244785,20608.17871133794,1.3134616693857162,0.7972081696420436,0.29458419477177605,3.650866772977148
49693.72179828199,0.21016399975017158,19531.9726706368,1.3273420096840405,0.821784466606966,0.28564012939900424,3.907076512917296
49407.79228546504,0.20959552263273235,19755.59601216593,1.3298323158793588,0.8508360061124343,0.2832358288765949,3.8810913385527397
51327.58394074501,0.2139602335647174,20672.304310374126,1.3448301783394099,0.7934589885157355,0.2861967376537348,3.7022630911785903
51475.999505685315,0.20914582575957077,20178.905402681718,1.3040091101660973,0.842111458063987,0.2842250073167707,3.659435548445911
48434.36302277189,0.221545666047681,20929.919637717936,1.2652840124834288,0.838724807185436,0.289801780042934,3.7912785601479584
49948.82197894115,0.22545124120076337,19358.879255995314,1.3152339305941687,0.7846887426082751,0.3082910789188419,3.812864181745437
49727.9310035545,0.20489482693079186,20602.782124468577,1.2612701660011754,0.8220829527949762,0.2959478515381671,3.7132134543946567
50731.565050556324,0.2157667800993456,20300.843929810784,1.3524737486467389,0.8617954307558806,0.28755672844307334,3.9684267429218067
51046.82415429036,0.20612216022786917,19449.154192729417,1.2599700028258063,0.7911047485205623,0.29314964946860017,3.8644817792573014
51273.433409911806,0.2214949659719498,19901.692325006217,1.3810056752478788,0.8430164936167273,0.2999880896035072,3.644457280644894
48880.12538499289,0.22551661555855732,19748.65507731995,1.3530173853826437,0.8344019548612343,0.2964070234731099,3.979860497478776
50898.51338426837,0.20568934455555163,20148.379306937368,1.3787870878060804,0.8307512537374263,0.29821710758234315,3.8089924784674807
50775.490019869205,0.2244470647805175,20549.542917778683,1.322765382571426,0.8228866327981933,0.3057124754274348,3.6578566177452427
48313.05867597315,0.20464081697318895,19162.112198725885,1.2867735239581677,0.8285842738593849,0.29148053051974415,3.6763192904456834
48094.98840779188,0.21895253019554664,20591.27717728215,1.289291413318498,0.8169512998849819,0.3023441906565759,4.017747359059498
49991.82025991072,0.22110033432178922,20630.46722844062,1.3552104867132881,0.7881245061057202,0.2848725555279579,3.967193497383426
52298.71979258041,0.21573395770947865,19659.739957578877,1.3861705791034633,0.8057652815795875,0.28196465262790166,3.871089258356247
