"Fa","Fb","Foil","Fshear","K","Nca","Sa","Sb","Sc","U:0","U:1","U:2","Ua:0","Ua:1","Ua:2","Ub:0","Ub:1","Ub:2","Uc:0","Uc:1","Uc:2","eps","kra","krb","krc","p","phi","phia","phib","phic","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.87061e-01,8.07642e-01,6.75028e-01,1.00000e+00,1.00000e-12,3.00518e-06,4.79694e-01,3.71193e-01,1.49113e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.63956e-06,0.00000e+00,0.00000e+00,1.13966e-05,0.00000e+00,0.00000e+00,7.47617e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.66157e-04,1.14914e-01,3.76899e-03,1.13359e+05,nan,nan,nan,nan,1,5.79860e-01,5.79860e-01,5.00000e-03,5.00000e-03
1.86914e-01,8.07698e-01,6.72390e-01,1.00000e+00,1.00000e-12,2.99999e-06,4.78989e-01,3.71440e-01,1.49571e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.63760e-06,0.00000e+00,0.00000e+00,1.13974e-05,0.00000e+00,0.00000e+00,7.60307e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.66415e-04,1.15125e-01,3.83958e-03,1.12996e+05,nan,nan,nan,nan,1,5.83530e-01,5.83530e-01,5.00000e-03,5.00000e-03
1.86787e-01,8.07734e-01,6.69734e-01,1.00000e+00,1.00000e-12,2.99476e-06,4.78290e-01,3.71677e-01,1.50033e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.63564e-06,0.00000e+00,0.00000e+00,1.13981e-05,0.00000e+00,0.00000e+00,7.73187e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.66689e-04,1.15327e-01,3.91146e-03,1.12632e+05,nan,nan,nan,nan,1,5.87200e-01,5.87200e-01,5.00000e-03,5.00000e-03
1.86631e-01,8.07799e-01,6.67066e-01,1.00000e+00,1.00000e-12,2.98947e-06,4.77567e-01,3.71934e-01,1.50499e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.63363e-06,0.00000e+00,0.00000e+00,1.13987e-05,0.00000e+00,0.00000e+00,7.86254e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.66948e-04,1.15544e-01,3.98458e-03,1.12270e+05,nan,nan,nan,nan,1,5.90870e-01,5.90870e-01,5.00000e-03,5.00000e-03
1.86499e-01,8.07835e-01,6.64379e-01,1.00000e+00,1.00000e-12,2.98415e-06,4.76854e-01,3.72178e-01,1.50968e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.63160e-06,0.00000e+00,0.00000e+00,1.13995e-05,0.00000e+00,0.00000e+00,7.99522e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.67227e-04,1.15751e-01,4.05906e-03,1.11908e+05,nan,nan,nan,nan,1,5.94540e-01,5.94540e-01,5.00000e-03,5.00000e-03
1.86344e-01,8.07895e-01,6.61678e-01,1.00000e+00,1.00000e-12,2.97877e-06,4.76121e-01,3.72437e-01,1.51442e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.62952e-06,0.00000e+00,0.00000e+00,1.14002e-05,0.00000e+00,0.00000e+00,8.12985e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.67492e-04,1.15971e-01,4.13485e-03,1.11547e+05,nan,nan,nan,nan,1,5.98210e-01,5.98210e-01,5.00000e-03,5.00000e-03
1.86198e-01,8.07944e-01,6.58961e-01,1.00000e+00,1.00000e-12,2.97335e-06,4.75388e-01,3.72692e-01,1.51920e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.62742e-06,0.00000e+00,0.00000e+00,1.14009e-05,0.00000e+00,0.00000e+00,8.26653e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.67767e-04,1.16189e-01,4.21203e-03,1.11186e+05,nan,nan,nan,nan,1,6.01880e-01,6.01880e-01,5.00000e-03,5.00000e-03
1.86051e-01,8.07993e-01,6.56226e-01,1.00000e+00,1.00000e-12,2.96787e-06,4.74648e-01,3.72950e-01,1.52402e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.62530e-06,0.00000e+00,0.00000e+00,1.14017e-05,0.00000e+00,0.00000e+00,8.40529e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.68046e-04,1.16409e-01,4.29064e-03,1.10826e+05,nan,nan,nan,nan,1,6.05550e-01,6.05550e-01,5.00000e-03,5.00000e-03
1.85887e-01,8.08057e-01,6.53475e-01,1.00000e+00,1.00000e-12,2.96234e-06,4.73892e-01,3.73219e-01,1.52889e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.62312e-06,0.00000e+00,0.00000e+00,1.14024e-05,0.00000e+00,0.00000e+00,8.54614e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.68317e-04,1.16638e-01,4.37065e-03,1.10468e+05,nan,nan,nan,nan,1,6.09220e-01,6.09220e-01,5.00000e-03,5.00000e-03
1.85744e-01,8.08098e-01,6.50705e-01,1.00000e+00,1.00000e-12,2.95678e-06,4.73143e-01,3.73478e-01,1.53379e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.62092e-06,0.00000e+00,0.00000e+00,1.14032e-05,0.00000e+00,0.00000e+00,8.68919e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.68606e-04,1.16860e-01,4.45220e-03,1.10109e+05,nan,nan,nan,nan,1,6.12890e-01,6.12890e-01,5.00000e-03,5.00000e-03
1.85569e-01,8.08170e-01,6.47919e-01,1.00000e+00,1.00000e-12,2.95114e-06,4.72369e-01,3.73757e-01,1.53874e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.61867e-06,0.00000e+00,0.00000e+00,1.14040e-05,0.00000e+00,0.00000e+00,8.83441e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.68878e-04,1.17099e-01,4.53523e-03,1.09751e+05,nan,nan,nan,nan,1,6.16560e-01,6.16560e-01,5.00000e-03,5.00000e-03
1.85422e-01,8.08213e-01,6.45113e-01,1.00000e+00,1.00000e-12,2.94546e-06,4.71602e-01,3.74023e-01,1.54375e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.61640e-06,0.00000e+00,0.00000e+00,1.14048e-05,0.00000e+00,0.00000e+00,8.98193e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.69171e-04,1.17326e-01,4.61987e-03,1.09394e+05,nan,nan,nan,nan,1,6.20230e-01,6.20230e-01,5.00000e-03,5.00000e-03
1.85248e-01,8.08281e-01,6.42290e-01,1.00000e+00,1.00000e-12,2.93972e-06,4.70815e-01,3.74305e-01,1.54880e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.61407e-06,0.00000e+00,0.00000e+00,1.14057e-05,0.00000e+00,0.00000e+00,9.13172e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.69451e-04,1.17568e-01,4.70607e-03,1.09038e+05,nan,nan,nan,nan,1,6.23900e-01,6.23900e-01,5.00000e-03,5.00000e-03
1.85083e-01,8.08338e-01,6.39446e-01,1.00000e+00,1.00000e-12,2.93392e-06,4.70025e-01,3.74585e-01,1.55390e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.61171e-06,0.00000e+00,0.00000e+00,1.14064e-05,0.00000e+00,0.00000e+00,9.28392e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.69741e-04,1.17808e-01,4.79396e-03,1.08682e+05,nan,nan,nan,nan,1,6.27570e-01,6.27570e-01,5.00000e-03,5.00000e-03
1.84918e-01,8.08393e-01,6.36582e-01,1.00000e+00,1.00000e-12,2.92806e-06,4.69228e-01,3.74866e-01,1.55906e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.60932e-06,0.00000e+00,0.00000e+00,1.14073e-05,0.00000e+00,0.00000e+00,9.43854e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.70035e-04,1.18050e-01,4.88355e-03,1.08328e+05,nan,nan,nan,nan,1,6.31240e-01,6.31240e-01,5.00000e-03,5.00000e-03
1.84734e-01,8.08466e-01,6.33699e-01,1.00000e+00,1.00000e-12,2.92215e-06,4.68413e-01,3.75161e-01,1.56426e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.60686e-06,0.00000e+00,0.00000e+00,1.14082e-05,0.00000e+00,0.00000e+00,9.59564e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.70321e-04,1.18303e-01,4.97486e-03,1.07973e+05,nan,nan,nan,nan,1,6.34910e-01,6.34910e-01,5.00000e-03,5.00000e-03
1.84573e-01,8.08514e-01,6.30794e-01,1.00000e+00,1.00000e-12,2.91617e-06,4.67603e-01,3.75445e-01,1.56952e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.60438e-06,0.00000e+00,0.00000e+00,1.14090e-05,0.00000e+00,0.00000e+00,9.75533e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.70627e-04,1.18547e-01,5.06805e-03,1.07620e+05,nan,nan,nan,nan,1,6.38580e-01,6.38580e-01,5.00000e-03,5.00000e-03
1.84377e-01,8.08595e-01,6.27868e-01,1.00000e+00,1.00000e-12,2.91012e-06,4.66765e-01,3.75751e-01,1.57483e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.60184e-06,0.00000e+00,0.00000e+00,1.14100e-05,0.00000e+00,0.00000e+00,9.91761e-08,0.00000e+00,0.00000e+00,2.50000e-01,2.70914e-04,1.18811e-01,5.16301e-03,1.07266e+05,nan,nan,nan,nan,1,6.42250e-01,6.42250e-01,5.00000e-03,5.00000e-03
1.84209e-01,8.08647e-01,6.24918e-01,1.00000e+00,1.00000e-12,2.90402e-06,4.65936e-01,3.76044e-01,1.58020e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.59928e-06,0.00000e+00,0.00000e+00,1.14108e-05,0.00000e+00,0.00000e+00,1.00827e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.71225e-04,1.19063e-01,5.25998e-03,1.06914e+05,nan,nan,nan,nan,1,6.45920e-01,6.45920e-01,5.00000e-03,5.00000e-03
1.84014e-01,8.08722e-01,6.21947e-01,1.00000e+00,1.00000e-12,2.89784e-06,4.65083e-01,3.76354e-01,1.58563e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.59665e-06,0.00000e+00,0.00000e+00,1.14118e-05,0.00000e+00,0.00000e+00,1.02504e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.71522e-04,1.19331e-01,5.35885e-03,1.06564e+05,nan,nan,nan,nan,1,6.49590e-01,6.49590e-01,5.00000e-03,5.00000e-03
1.83828e-01,8.08788e-01,6.18952e-01,1.00000e+00,1.00000e-12,2.89160e-06,4.64225e-01,3.76663e-01,1.59112e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.59399e-06,0.00000e+00,0.00000e+00,1.14128e-05,0.00000e+00,0.00000e+00,1.04210e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.71830e-04,1.19598e-01,5.45981e-03,1.06212e+05,nan,nan,nan,nan,1,6.53260e-01,6.53260e-01,5.00000e-03,5.00000e-03
1.83641e-01,8.08851e-01,6.15933e-01,1.00000e+00,1.00000e-12,2.88530e-06,4.63359e-01,3.76974e-01,1.59667e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.59128e-06,0.00000e+00,0.00000e+00,1.14138e-05,0.00000e+00,0.00000e+00,1.05946e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.72143e-04,1.19866e-01,5.56287e-03,1.05862e+05,nan,nan,nan,nan,1,6.56930e-01,6.56930e-01,5.00000e-03,5.00000e-03
1.83432e-01,8.08936e-01,6.12890e-01,1.00000e+00,1.00000e-12,2.87891e-06,4.62471e-01,3.77300e-01,1.60229e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.58850e-06,0.00000e+00,0.00000e+00,1.14148e-05,0.00000e+00,0.00000e+00,1.07710e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.72446e-04,1.20149e-01,5.66804e-03,1.05514e+05,nan,nan,nan,nan,1,6.60600e-01,6.60600e-01,5.00000e-03,5.00000e-03
1.83249e-01,8.08991e-01,6.09819e-01,1.00000e+00,1.00000e-12,2.87246e-06,4.61589e-01,3.77614e-01,1.60797e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.58570e-06,0.00000e+00,0.00000e+00,1.14158e-05,0.00000e+00,0.00000e+00,1.09506e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.72773e-04,1.20422e-01,5.77552e-03,1.05165e+05,nan,nan,nan,nan,1,6.64270e-01,6.64270e-01,5.00000e-03,5.00000e-03
1.83028e-01,8.09083e-01,6.06725e-01,1.00000e+00,1.00000e-12,2.86592e-06,4.60676e-01,3.77952e-01,1.61372e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.58281e-06,0.00000e+00,0.00000e+00,1.14168e-05,0.00000e+00,0.00000e+00,1.11332e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.73078e-04,1.20715e-01,5.88520e-03,1.04818e+05,nan,nan,nan,nan,1,6.67940e-01,6.67940e-01,5.00000e-03,5.00000e-03
1.82836e-01,8.09143e-01,6.03602e-01,1.00000e+00,1.00000e-12,2.85931e-06,4.59768e-01,3.78278e-01,1.61954e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.57989e-06,0.00000e+00,0.00000e+00,1.14179e-05,0.00000e+00,0.00000e+00,1.13192e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.73410e-04,1.20998e-01,5.99736e-03,1.04471e+05,nan,nan,nan,nan,1,6.71610e-01,6.71610e-01,5.00000e-03,5.00000e-03
1.82616e-01,8.09230e-01,6.00453e-01,1.00000e+00,1.00000e-12,2.85262e-06,4.58835e-01,3.78623e-01,1.62543e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.57690e-06,0.00000e+00,0.00000e+00,1.14190e-05,0.00000e+00,0.00000e+00,1.15085e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.73727e-04,1.21298e-01,6.11189e-03,1.04125e+05,nan,nan,nan,nan,1,6.75280e-01,6.75280e-01,5.00000e-03,5.00000e-03
1.82401e-01,8.09308e-01,5.97276e-01,1.00000e+00,1.00000e-12,2.84585e-06,4.57895e-01,3.78967e-01,1.63139e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.57387e-06,0.00000e+00,0.00000e+00,1.14202e-05,0.00000e+00,0.00000e+00,1.17012e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.74055e-04,1.21597e-01,6.22900e-03,1.03780e+05,nan,nan,nan,nan,1,6.78950e-01,6.78950e-01,5.00000e-03,5.00000e-03
1.82188e-01,8.09381e-01,5.94069e-01,1.00000e+00,1.00000e-12,2.83899e-06,4.56944e-01,3.79313e-01,1.63743e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.57076e-06,0.00000e+00,0.00000e+00,1.14213e-05,0.00000e+00,0.00000e+00,1.18974e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.74391e-04,1.21900e-01,6.34878e-03,1.03436e+05,nan,nan,nan,nan,1,6.82620e-01,6.82620e-01,5.00000e-03,5.00000e-03
1.81950e-01,8.09478e-01,5.90832e-01,1.00000e+00,1.00000e-12,2.83205e-06,4.55967e-01,3.79678e-01,1.64355e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.56759e-06,0.00000e+00,0.00000e+00,1.14225e-05,0.00000e+00,0.00000e+00,1.20973e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.74715e-04,1.22218e-01,6.47124e-03,1.03092e+05,nan,nan,nan,nan,1,6.86290e-01,6.86290e-01,5.00000e-03,5.00000e-03
1.81739e-01,8.09544e-01,5.87560e-01,1.00000e+00,1.00000e-12,2.82501e-06,4.54995e-01,3.80030e-01,1.64975e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.56438e-06,0.00000e+00,0.00000e+00,1.14236e-05,0.00000e+00,0.00000e+00,1.23011e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.75066e-04,1.22526e-01,6.59665e-03,1.02750e+05,nan,nan,nan,nan,1,6.89960e-01,6.89960e-01,5.00000e-03,5.00000e-03
1.81488e-01,8.09650e-01,5.84259e-01,1.00000e+00,1.00000e-12,2.81787e-06,4.53987e-01,3.80410e-01,1.65603e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.56107e-06,0.00000e+00,0.00000e+00,1.14248e-05,0.00000e+00,0.00000e+00,1.25087e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.75394e-04,1.22859e-01,6.72491e-03,1.02408e+05,nan,nan,nan,nan,1,6.93630e-01,6.93630e-01,5.00000e-03,5.00000e-03
1.81264e-01,8.09722e-01,5.80921e-01,1.00000e+00,1.00000e-12,2.81065e-06,4.52982e-01,3.80776e-01,1.66242e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.55772e-06,0.00000e+00,0.00000e+00,1.14261e-05,0.00000e+00,0.00000e+00,1.27205e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.75750e-04,1.23180e-01,6.85637e-03,1.02068e+05,nan,nan,nan,nan,1,6.97300e-01,6.97300e-01,5.00000e-03,5.00000e-03
1.81012e-01,8.09821e-01,5.77549e-01,1.00000e+00,1.00000e-12,2.80332e-06,4.51948e-01,3.81164e-01,1.66889e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.55427e-06,0.00000e+00,0.00000e+00,1.14273e-05,0.00000e+00,0.00000e+00,1.29365e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.76093e-04,1.23520e-01,6.99097e-03,1.01728e+05,nan,nan,nan,nan,1,7.00970e-01,7.00970e-01,5.00000e-03,5.00000e-03
1.80763e-01,8.09914e-01,5.74139e-01,1.00000e+00,1.00000e-12,2.79588e-06,4.50901e-01,3.81554e-01,1.67546e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.55076e-06,0.00000e+00,0.00000e+00,1.14287e-05,0.00000e+00,0.00000e+00,1.31569e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.76448e-04,1.23863e-01,7.12897e-03,1.01388e+05,nan,nan,nan,nan,1,7.04640e-01,7.04640e-01,5.00000e-03,5.00000e-03
1.80518e-01,8.10000e-01,5.70690e-01,1.00000e+00,1.00000e-12,2.78835e-06,4.49842e-01,3.81945e-01,1.68213e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.54718e-06,0.00000e+00,0.00000e+00,1.14300e-05,0.00000e+00,0.00000e+00,1.33819e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.76812e-04,1.24207e-01,7.27047e-03,1.01050e+05,nan,nan,nan,nan,1,7.08310e-01,7.08310e-01,5.00000e-03,5.00000e-03
1.80242e-01,8.10113e-01,5.67203e-01,1.00000e+00,1.00000e-12,2.78068e-06,4.48751e-01,3.82358e-01,1.68891e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.54350e-06,0.00000e+00,0.00000e+00,1.14314e-05,0.00000e+00,0.00000e+00,1.36114e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.77162e-04,1.24573e-01,7.41553e-03,1.00712e+05,nan,nan,nan,nan,1,7.11980e-01,7.11980e-01,5.00000e-03,5.00000e-03
1.79997e-01,8.10193e-01,5.63672e-01,1.00000e+00,1.00000e-12,2.77291e-06,4.47661e-01,3.82760e-01,1.69579e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.53977e-06,0.00000e+00,0.00000e+00,1.14328e-05,0.00000e+00,0.00000e+00,1.38461e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.77544e-04,1.24927e-01,7.56451e-03,1.00376e+05,nan,nan,nan,nan,1,7.15650e-01,7.15650e-01,5.00000e-03,5.00000e-03
1.79705e-01,8.10314e-01,5.60101e-01,1.00000e+00,1.00000e-12,2.76500e-06,4.46530e-01,3.83193e-01,1.70277e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.53591e-06,0.00000e+00,0.00000e+00,1.14343e-05,0.00000e+00,0.00000e+00,1.40856e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.77901e-04,1.25309e-01,7.71730e-03,1.00041e+05,nan,nan,nan,nan,1,7.19320e-01,7.19320e-01,5.00000e-03,5.00000e-03
1.79441e-01,8.10404e-01,5.56483e-01,1.00000e+00,1.00000e-12,2.75698e-06,4.45397e-01,3.83613e-01,1.70990e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.53199e-06,0.00000e+00,0.00000e+00,1.14357e-05,0.00000e+00,0.00000e+00,1.43306e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.78289e-04,1.25683e-01,7.87437e-03,9.97067e+04,nan,nan,nan,nan,1,7.22990e-01,7.22990e-01,5.00000e-03,5.00000e-03
1.79149e-01,8.10519e-01,5.52821e-01,1.00000e+00,1.00000e-12,2.74882e-06,4.44230e-01,3.84057e-01,1.71713e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.52796e-06,0.00000e+00,0.00000e+00,1.14372e-05,0.00000e+00,0.00000e+00,1.45810e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.78665e-04,1.26076e-01,8.03567e-03,9.93734e+04,nan,nan,nan,nan,1,7.26660e-01,7.26660e-01,5.00000e-03,5.00000e-03
1.78855e-01,8.10632e-01,5.49109e-01,1.00000e+00,1.00000e-12,2.74052e-06,4.43044e-01,3.84507e-01,1.72449e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.52384e-06,0.00000e+00,0.00000e+00,1.14388e-05,0.00000e+00,0.00000e+00,1.48371e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.79051e-04,1.26475e-01,8.20156e-03,9.90410e+04,nan,nan,nan,nan,1,7.30330e-01,7.30330e-01,5.00000e-03,5.00000e-03
1.78566e-01,8.10734e-01,5.45345e-01,1.00000e+00,1.00000e-12,2.73210e-06,4.41842e-01,3.84959e-01,1.73199e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.51962e-06,0.00000e+00,0.00000e+00,1.14404e-05,0.00000e+00,0.00000e+00,1.50994e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.79451e-04,1.26878e-01,8.37226e-03,9.87095e+04,nan,nan,nan,nan,1,7.34000e-01,7.34000e-01,5.00000e-03,5.00000e-03
1.78242e-01,8.10870e-01,5.41531e-01,1.00000e+00,1.00000e-12,2.72351e-06,4.40598e-01,3.85439e-01,1.73963e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.51527e-06,0.00000e+00,0.00000e+00,1.14420e-05,0.00000e+00,0.00000e+00,1.53678e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.79836e-04,1.27305e-01,8.54787e-03,9.83791e+04,nan,nan,nan,nan,1,7.37670e-01,7.37670e-01,5.00000e-03,5.00000e-03
1.77948e-01,8.10968e-01,5.37657e-01,1.00000e+00,1.00000e-12,2.71476e-06,4.39351e-01,3.85907e-01,1.74742e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.51084e-06,0.00000e+00,0.00000e+00,1.14437e-05,0.00000e+00,0.00000e+00,1.56430e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.80257e-04,1.27723e-01,8.72896e-03,9.80498e+04,nan,nan,nan,nan,1,7.41340e-01,7.41340e-01,5.00000e-03,5.00000e-03
1.77604e-01,8.11112e-01,5.33728e-01,1.00000e+00,1.00000e-12,2.70584e-06,4.38053e-01,3.86411e-01,1.75536e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.50626e-06,0.00000e+00,0.00000e+00,1.14455e-05,0.00000e+00,0.00000e+00,1.59249e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.80652e-04,1.28174e-01,8.91543e-03,9.77215e+04,nan,nan,nan,nan,1,7.45010e-01,7.45010e-01,5.00000e-03,5.00000e-03
1.77287e-01,8.11224e-01,5.29734e-01,1.00000e+00,1.00000e-12,2.69677e-06,4.36747e-01,3.86906e-01,1.76347e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.50158e-06,0.00000e+00,0.00000e+00,1.14473e-05,0.00000e+00,0.00000e+00,1.62142e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.81082e-04,1.28617e-01,9.10802e-03,9.73943e+04,nan,nan,nan,nan,1,7.48680e-01,7.48680e-01,5.00000e-03,5.00000e-03
1.76939e-01,8.11362e-01,5.25678e-01,1.00000e+00,1.00000e-12,2.68750e-06,4.35397e-01,3.87426e-01,1.77176e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.49675e-06,0.00000e+00,0.00000e+00,1.14492e-05,0.00000e+00,0.00000e+00,1.65113e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.81502e-04,1.29085e-01,9.30673e-03,9.70682e+04,nan,nan,nan,nan,1,7.52350e-01,7.52350e-01,5.00000e-03,5.00000e-03
1.76583e-01,8.11501e-01,5.21552e-01,1.00000e+00,1.00000e-12,2.67803e-06,4.34018e-01,3.87959e-01,1.78023e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.49178e-06,0.00000e+00,0.00000e+00,1.14511e-05,0.00000e+00,0.00000e+00,1.68164e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.81931e-04,1.29563e-01,9.51212e-03,9.67433e+04,nan,nan,nan,nan,1,7.56020e-01,7.56020e-01,5.00000e-03,5.00000e-03
1.76234e-01,8.11628e-01,5.17352e-01,1.00000e+00,1.00000e-12,2.66837e-06,4.32613e-01,3.88497e-01,1.78890e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.48668e-06,0.00000e+00,0.00000e+00,1.14530e-05,0.00000e+00,0.00000e+00,1.71301e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.82381e-04,1.30048e-01,9.72463e-03,9.64195e+04,nan,nan,nan,nan,1,7.59690e-01,7.59690e-01,5.00000e-03,5.00000e-03
1.75841e-01,8.11792e-01,5.13077e-01,1.00000e+00,1.00000e-12,2.65849e-06,4.31154e-01,3.89069e-01,1.79776e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.48141e-06,0.00000e+00,0.00000e+00,1.14551e-05,0.00000e+00,0.00000e+00,1.74528e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.82814e-04,1.30564e-01,9.94449e-03,9.60969e+04,nan,nan,nan,nan,1,7.63360e-01,7.63360e-01,5.00000e-03,5.00000e-03
1.75479e-01,8.11918e-01,5.08717e-01,1.00000e+00,1.00000e-12,2.64839e-06,4.29680e-01,3.89634e-01,1.80687e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.47598e-06,0.00000e+00,0.00000e+00,1.14572e-05,0.00000e+00,0.00000e+00,1.77853e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.83289e-04,1.31075e-01,1.01726e-02,9.57755e+04,nan,nan,nan,nan,1,7.67030e-01,7.67030e-01,5.00000e-03,5.00000e-03
1.75061e-01,8.12095e-01,5.04273e-01,1.00000e+00,1.00000e-12,2.63803e-06,4.28141e-01,3.90240e-01,1.81619e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.47035e-06,0.00000e+00,0.00000e+00,1.14594e-05,0.00000e+00,0.00000e+00,1.81281e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.83738e-04,1.31625e-01,1.04091e-02,9.54553e+04,nan,nan,nan,nan,1,7.70700e-01,7.70700e-01,5.00000e-03,5.00000e-03
1.74664e-01,8.12240e-01,4.99730e-01,1.00000e+00,1.00000e-12,2.62741e-06,4.26576e-01,3.90846e-01,1.82577e-01,1.41110e-05,0.00000e+00,0.00000e+00,2.46456e-06,0.00000e+00,0.00000e+00,1.14616e-05,0.00000e+00,0.00000e+00,1.84820e-07,0.00000e+00,0.00000e+00,2.50000e-01,2.84226e-04,1.32174e-01,1.06551e-02,9.51365e+04,nan,nan,nan,nan,1,7.74370e-01,7.74370e-01,5.00000e-03,5.00000e-03
