x, y
0.01797945205479452, 0.9986225895316805
0.0625, 0.9793388429752067
0.1172945205479452, 0.9545454545454546
0.17294520547945205, 0.9297520661157025
0.23801369863013697, 0.8994490358126722
0.3090753424657534, 0.8677685950413223
0.37842465753424653, 0.837465564738292
0.43921232876712324, 0.8099173553719008
0.4922945205479452, 0.7823691460055097
0.5325342465753424, 0.7534435261707989
0.5625, 0.7079889807162535
0.5736301369863014, 0.6515151515151515
0.583904109589041, 0.5578512396694215
0.586472602739726, 0.44490358126721763
0.5924657534246575, 0.29614325068870523
0.6001712328767123, 0.162534435261708
0.6070205479452054, 0.005509641873278237
